district,location,season,planting_date,planting_month,field_size_ha,first_fert_date,second_fert_date,soil_type,soil_condition,soil_ph,soil_nitrogen_n,soil_phosphorus_p,soil_potassium_k,soil_fertility_index,n_status_class,p_status_class,k_status_class,seed_variety,irrigation_type,rainfall_condition,rainfall_30d_mm,seasonal_rainfall_mm,avg_temperature_c,max_temperature_c,avg_humidity_pct,sunshine_hours,yield_t_ha
Anuradhapura,Tambuttegama,Yala,4/13/2022,4,2.95,5/7/2022,6/11/2022,RYP,Medium,6.001,28.802,18.102,130.105,0.43,Low,Medium,Medium,Local Variety,Mixed,Normal,187.238,547.6,29.697,33,83.701,6.496,4.0147
Monaragala,Thanamalwila,Yala,4/13/2022,4,1.86,5/7/2022,5/31/2022,RYP,Good,6.364,77.891,27.207,133.903,0.712,Medium,High,Medium,GT 709,Mixed,Normal,334.607,624.997,28.899,30.3,74.1,7.786,5.6213
Badulla,Mahiyanganaya,Yala,4/13/2022,4,2.82,5/1/2022,6/4/2022,RBE,Good,6.599,102.198,10.906,60.408,0.528,High,Medium,Low,Jet 999,Mixed,Low,155.402,631.407,29.399,34.598,74.704,7.845,4.4547
Anuradhapura,Horowpathana,Yala,4/13/2022,4,0.96,5/12/2022,5/29/2022,RBE,Good,6.069,60.708,15.902,143.983,0.499,Medium,Medium,Medium,Commando,Mixed,Low,214.498,697.78,25.398,27.704,60.801,8.595,3.8147
Anuradhapura,Eppawala,Yala,4/13/2022,4,2.63,5/10/2022,6/6/2022,RBE,Good,6.468,79.395,29.8,244.449,0.83,Medium,High,High,Commando,Rainfed,Normal,374.299,565.135,27.202,31.198,76.905,6.795,4.984
Anuradhapura,Tambuttegama,Yala,4/13/2022,4,0.89,5/4/2022,6/10/2022,RYP,Good,6.559,71.907,5.095,92.207,0.42,Medium,Low,Low,GT 200,Rainfed,Normal,201.503,583.549,29.701,33.702,67.498,9.002,4.1699
Ampara,Padiyathalawa,Yala,4/14/2022,4,0.53,5/14/2022,5/24/2022,RBE,Good,6.491,28.308,23.091,88.306,0.43,Low,High,Low,GT 200,Mixed,Low,264.494,748.293,29.702,32.16,80.499,7.701,4.8914
Ampara,Dehiattakandiya,Yala,4/14/2022,4,2.5,5/1/2022,6/18/2022,RYP,Good,6.49,39.002,22.403,189.2,0.576,Low,High,Medium,Jet 999,Rainfed,Normal,369.909,663.393,29.3,33.6,66.705,8.304,6.4017
Anuradhapura,Tambuttegama,Yala,4/14/2022,4,0.97,5/11/2022,6/12/2022,RYP,Medium,6.491,76.395,4.909,99.908,0.511,Medium,Low,Low,GT 200,Rainfed,Normal,211.997,587.495,28.402,32.998,66.057,9.195,3.8834
Anuradhapura,Tambuttegama,Yala,4/14/2022,4,2.68,5/9/2022,6/3/2022,RYP,Medium,6.652,9.895,1.75,19.991,0.642,High,Medium,Medium,Pacific 808,Rainfed,Normal,335.698,764.802,27.003,31.197,61.598,5.799,0
Ampara,Padiyathalawa,Yala,4/15/2022,4,0.958,5/6/2022,5/22/2022,RBE,Medium,6.062,74.048,4.237,235.546,0.569,Medium,Low,High,Local Variety,Irrigated,Low,203.051,485.412,27.538,32.458,76.105,7.08,4.4261
Ampara,Maha Oya,Yala,4/15/2022,4,1.06,5/14/2022,6/13/2022,Alluvial,Good,6.311,103.297,17.575,81.377,0.569,High,Medium,Low,Commando,Rainfed,Low,277.603,723.701,28.201,32.503,68.102,6.202,5.7706
Monaragala,Thanamalwila,Yala,4/15/2022,4,1.88,5/5/2022,6/1/2022,RBE,Medium,5.95,109.291,7.869,153.305,0.554,High,Low,Medium,Pacific 808,Rainfed,Low,209.399,630.993,31.897,35.097,75.098,8.398,4.8774
Ampara,Maha Oya,Yala,4/15/2022,4,2.76,5/9/2022,6/2/2022,RBE,Poor,6.192,26.407,9.398,55.097,0.239,Low,Low,Low,GT 709,Rainfed,Normal,346.001,774.509,28.394,31.601,67.804,6.789,2.6528
Matale,Pelwehera,Yala,4/15/2022,4,0.59,5/10/2022,6/9/2022,RBE,Medium,5.912,85,24.193,147.138,0.701,High,High,Medium,Jet 999,Rainfed,Normal,308.899,721.291,27.296,32.204,69.805,6.802,6.4378
Matale,Pelwehera,Yala,4/15/2022,4,1.79,5/7/2022,6/11/2022,RBE,Medium,6.11,88.291,26.107,267.997,0.828,Medium,High,High,GT 200,Mixed,Low,118.001,794.463,28.516,32.196,79.201,6.095,4.2113
Badulla,Mahiyanganaya,Yala,4/15/2022,4,0.76,5/10/2022,6/5/2022,RBE,Poor,6.311,71.691,27.609,256.613,0.79,Medium,High,High,Commando,Rainfed,Normal,210.496,693.895,24.299,27.998,72.443,8.799,3.8798
Anuradhapura,Eppawala,Yala,4/15/2022,4,2.17,5/8/2022,5/27/2022,RBE,Poor,6.739,34.292,25.237,154.503,0.539,Low,High,Medium,Commando,Rainfed,Normal,219.997,519.699,24.154,27.897,84.194,6.302,4.0306
Matale,Dambulla,Yala,4/15/2022,4,1.31,5/5/2022,6/5/2022,RBE,Medium,6.102,114.406,18.894,257.808,0.811,High,Medium,High,Commando,Rainfed,Normal,174.448,578.392,26.599,30.504,65.696,8.797,5.1849
Anuradhapura,Eppawala,Yala,4/16/2022,4,2.57,5/7/2022,5/24/2022,RBE,Good,6.472,81.109,30.201,239.608,0.798,Medium,High,High,Commando,Rainfed,Normal,309.881,586.304,28.096,31.015,78.796,6.599,5.2053
Anuradhapura,Tambuttegama,Yala,4/17/2022,4,3.42,5/4/2022,5/27/2022,RBE,Good,6.277,97.004,9.202,237.933,0.699,High,Low,High,Commando,Irrigated,Low,176.123,480.003,26.478,30.866,84.265,7.984,4.9986
Badulla,Mahiyanganaya,Yala,4/18/2022,4,2.67,5/12/2022,6/21/2022,RBE,Poor,6.141,79.696,16.397,288.001,0.67,Medium,Medium,High,GT 709,Rainfed,Normal,269.193,559.094,26.758,30.798,67.495,9.085,6.562
Anuradhapura,Tambuttegama,Yala,4/19/2022,4,1.88,5/10/2022,6/12/2022,LHG,Medium,6.805,65.006,10.497,194.695,0.579,Medium,Low,Medium,GT 200,Rainfed,High,507.904,670.113,26.097,28.701,82.102,7.799,3.5502
Ampara,Padiyathalawa,Yala,4/20/2022,4,1.44,5/16/2022,6/10/2022,IBL,Medium,6.312,38.815,20.982,204.772,0.58,Low,High,High,Local Variety,Mixed,Normal,375.708,1012.231,24.303,28.998,70.957,9.011,3.7983
Anuradhapura,Tambuttegama,Yala,4/21/2022,4,2.07,5/17/2022,6/10/2022,LHG,Medium,6.729,50.99,14.993,203.607,0.535,Medium,Medium,High,GT 200,Rainfed,High,492.198,690.696,25.697,28.7,84.196,7.894,3.4943
Ampara,Padiyathalawa,Yala,4/21/2022,4,2.53,5/21/2022,6/11/2022,RBE,Good,6.512,78.296,26.771,50.3,0.622,Medium,High,Low,GT 200,Rainfed,High,186.794,691.879,31.501,36.098,66.295,6.997,4.0875
Matale,Pelwehera,Yala,4/21/2022,4,1.52,5/15/2022,6/4/2022,RYP,Good,6.331,53.708,24.598,113.801,0.67,Medium,High,Medium,GT 709,Mixed,Low,199.601,553.206,28.941,33.701,77.189,6.403,5.2178
Badulla,Rideemaliyadda,Yala,4/23/2022,4,2.37,5/22/2022,6/15/2022,RBE,Medium,6.422,53.903,22.501,112.79,0.591,Low,High,Low,Pacific 808,Mixed,Normal,278.595,763.503,29.702,32.096,75.496,7.904,3.7467
Badulla,Mahiyanganaya,Yala,4/23/2022,4,1.45,5/16/2022,6/23/2022,RYP,Good,6.246,96.094,5.109,131.101,0.619,High,Low,High,GT 200,Rainfed,Low,221.705,705.109,30.61,32.997,72.897,6.797,4.4271
Badulla,Mahiyanganaya,Yala,4/24/2022,4,0.53,5/22/2022,6/30/2022,RYP,Good,5.97,109.207,7.705,66.891,0.533,High,Low,Low,Commando,Mixed,High,214.807,630.403,29.396,34.097,66.596,7.366,4.1405
Badulla,Rideemaliyadda,Yala,4/25/2022,4,2.25,5/16/2022,6/5/2022,RBE,Medium,6.432,52.031,22.195,120.702,0.53,Medium,High,Medium,Pacific 808,Mixed,Normal,270.625,777.3,29.198,32.299,81.497,7.4,3.7239
Anuradhapura,Tambuttegama,Yala,4/25/2022,4,2.68,5/18/2022,6/10/2022,RYP,Medium,6.649,99.391,17.812,106.206,0.639,High,Medium,Medium,Pacific 808,Rainfed,Normal,330.471,764.808,27.002,31.204,61.6,5.803,5.7627
Monaragala,Siyambalanduwa,Yala,4/26/2022,4,1.356,5/22/2022,6/21/2022,RBE,Medium,6.44,68.489,26.059,201.093,0.646,Medium,High,High,Local Variety,Mixed,Normal,303.882,763.394,28.245,33.153,65.922,8.513,4.7535
Badulla,Mahiyanganaya,Yala,4/26/2022,4,1.51,5/24/2022,6/19/2022,RYP,Medium,6.389,94.809,6.187,118.999,0.592,High,Low,Low,GT 200,Rainfed,Low,234.603,734.2,31.103,32.281,72.112,6.399,4.2126
Monaragala,Siyambalanduwa,Yala,4/26/2022,4,1.99,5/16/2022,6/21/2022,RBE,Medium,6.43,36.017,7.491,120.876,0.449,Low,Low,High,Local Variety,Mixed,Low,325.191,673.597,30.5,34.502,71.804,7.097,3.4001
Anuradhapura,Kahatagasdigiliya,Yala,4/27/2022,4,2.36,5/23/2022,6/16/2022,RYP,Medium,6.009,28.803,7.898,112.498,0.289,Low,Low,Medium,GT 709,Rainfed,Normal,215.009,531.203,27.193,30.699,70.788,7.895,2.8574
Monaragala,Wellawaya,Yala,4/27/2022,4,2.02,5/14/2022,6/17/2022,RYP,Poor,6.16,51.993,19.92,106.305,0.468,Medium,High,Medium,Jet 999,Irrigated,High,375.898,658.301,26.102,30.502,74.402,7.972,4.997
Anuradhapura,Tambuttegama,Yala,4/27/2022,4,0.51,5/20/2022,6/13/2022,RBE,Medium,6.651,47.994,22.907,223.592,0.643,Low,High,High,Commando,Irrigated,Normal,270.279,598.492,24.603,26.904,82.005,7,4.4514
Anuradhapura,Nochchiyagama,Yala,4/28/2022,4,1.21,5/14/2022,6/23/2022,RBE,Poor,6.388,21.699,21.674,138.301,0.612,Low,High,High,Local Variety,Rainfed,High,297.102,608.566,29.899,33.699,78.1,6.704,2.9987
Anuradhapura,Tambuttegama,Yala,4/28/2022,4,0.64,5/26/2022,6/10/2022,RBE,Medium,6.571,44.33,24.996,206.104,0.642,Low,High,High,Commando,Irrigated,Normal,282.09,566.496,24.198,27.676,77.002,5.899,4.4975
Monaragala,Wellawaya,Yala,4/28/2022,4,1.51,5/24/2022,6/11/2022,RBE,Good,6.768,80.696,18.302,147.398,0.59,Medium,Medium,Medium,Pacific 808,Rainfed,High,462.987,644.307,27.796,31.113,63.599,7.199,4.3569
Anuradhapura,Kahatagasdigiliya,Yala,4/28/2022,4,2.201,5/22/2022,6/6/2022,RBE,Poor,6.229,79.8,10.312,24.686,0.48,Medium,Medium,Low,GT 709,Irrigated,Low,238.957,480.004,25.857,29.679,77.618,7.418,3.9445
Anuradhapura,Tambuttegama,Yala,4/30/2022,4,3.26,5/14/2022,6/21/2022,RBE,Medium,6.441,62.508,28.197,106.56,0.651,Medium,High,Low,GT 200,Irrigated,High,411.304,568.998,30.935,32.302,80.598,7.198,4.6478
Anuradhapura,Tambuttegama,Yala,5/1/2022,5,3.25,5/17/2022,6/9/2022,RBE,Good,6.369,74.406,26.293,95.908,0.711,Medium,High,Medium,GT 200,Irrigated,High,375.901,577.806,30.121,33.798,77.561,7.696,4.6177
Ampara,Dehiattakandiya,Yala,5/2/2022,5,2.17,5/29/2022,6/20/2022,RYP,Medium,6.696,73.416,21.805,113.691,0.622,Medium,High,Low,Pacific 808,Rainfed,Normal,239.407,600.493,31.901,35.604,64.495,5.905,6.0046
Ampara,Dehiattakandiya,Yala,5/2/2022,5,2.09,5/22/2022,6/22/2022,RYP,Good,6.691,67.001,21.903,113.794,0.63,Medium,High,Medium,Pacific 808,Rainfed,Normal,288.281,530.952,30.901,35.301,69.596,5.704,6.0603
Matale,Pelwehera,Yala,5/2/2022,5,0.63,5/27/2022,6/21/2022,RYP,Good,6.17,96.499,20.705,65.926,0.591,High,High,Low,Commando,Rainfed,High,162.805,569.705,29.499,35.3,60.938,9.095,5.9037
Matale,Dambulla,Yala,5/4/2022,5,2.514,5/21/2022,6/11/2022,RBE,Medium,6.529,64.078,15.896,19.997,0.509,Medium,Medium,Low,Local Variety,Irrigated,Low,205.486,507.256,30.708,34.002,66.105,7.852,3.3273
Monaragala,Siyambalanduwa,Yala,5/4/2022,5,1.41,5/27/2022,6/18/2022,RBE,Poor,6.094,33.105,19.793,193.905,0.529,Low,Medium,Medium,Commando,Rainfed,High,353.5,595.008,27.103,29.987,64.002,8.494,4.304
Monaragala,Thanamalwila,Yala,5/5/2022,5,2.343,5/21/2022,6/12/2022,RYP,Poor,6.378,105.393,4.4,222.702,0.569,High,Low,High,Jet 999,Rainfed,Normal,384.79,730,31.2,36.399,66.804,8.8,5.2831
Anuradhapura,Eppawala,Yala,5/5/2022,5,1.383,6/1/2022,6/17/2022,RYP,Medium,5.92,66.629,13.071,229.943,0.56,Medium,Medium,High,GT 709,Mixed,Normal,311.354,866.287,29.243,32.875,76.975,7.381,4.0377
Anuradhapura,Eppawala,Yala,5/6/2022,5,1.76,6/2/2022,6/30/2022,RBE,Poor,5.889,106.409,23.992,130.604,0.849,High,High,High,Commando,Mixed,Low,395.697,737.657,31.299,37.1,67.899,8.897,4.9714
Ampara,Maha Oya,Yala,5/6/2022,5,1.22,5/30/2022,7/3/2022,RBE,Good,6.379,52.814,5.682,130.704,0.361,Medium,Low,Medium,Pacific 808,Mixed,Low,264.99,611.395,24.403,28.204,81.6,7.695,3.5306
Monaragala,Siyambalanduwa,Yala,5/6/2022,5,1.8,5/31/2022,6/25/2022,RBE,Poor,6.309,56.4,28.322,60.51,0.601,Medium,High,Low,GT 200,Irrigated,Low,357.306,606.795,30.748,32.603,68.295,7.003,3.9756
Anuradhapura,Kahatagasdigiliya,Yala,5/7/2022,5,1.6,5/24/2022,7/3/2022,LHG,Good,5.781,97.309,21.991,114.696,0.769,High,High,Medium,Commando,Mixed,Low,175.119,672.697,29.174,33.297,63.898,6.501,5.7612
Ampara,Maha Oya,Yala,5/7/2022,5,0.68,6/5/2022,6/29/2022,Alluvial,Medium,6.279,33.391,4.597,137.295,0.451,Low,Low,Medium,Commando,Mixed,Normal,231.197,711.726,29.6,34.797,72.252,8.005,2.6948
Badulla,Mahiyanganaya,Yala,5/8/2022,5,2.63,5/24/2022,6/24/2022,RYP,Poor,6.849,78.701,23.504,56.404,0.612,Medium,High,Low,GT 200,Mixed,High,380.242,607.303,29.7,35.497,71.403,8.317,4.2479
Anuradhapura,Kahatagasdigiliya,Yala,5/8/2022,5,1.68,5/26/2022,7/2/2022,LHG,Good,5.76,96.001,23.097,131.5,0.685,High,High,Medium,Commando,Mixed,Low,172.09,638.201,29.299,33.104,68.1,6.304,5.9325
Anuradhapura,Eppawala,Yala,5/8/2022,5,1.94,5/27/2022,6/27/2022,RBE,Good,5.71,108.006,24.793,112.667,0.71,High,High,Low,Commando,Mixed,Normal,369.105,726.599,32.099,36.298,71.603,8.8,4.9651
Ampara,Maha Oya,Yala,5/8/2022,5,0.94,5/27/2022,6/22/2022,Alluvial,Poor,6.31,32.898,6.697,141.221,0.49,Low,Low,High,Commando,Mixed,Low,172.101,712.509,30.304,35.197,72.002,7.302,2.7273
Monaragala,Siyambalanduwa,Yala,5/9/2022,5,2.11,6/1/2022,6/23/2022,RBE,Medium,5.948,61.916,11.582,196.74,0.557,Medium,Medium,Medium,Jet 999,Mixed,Normal,294.495,584.409,27.026,30.411,58.001,7.532,4.89
Anuradhapura,Nochchiyagama,Yala,5/9/2022,5,2.04,6/5/2022,6/25/2022,RBE,Good,6.021,60.893,9.409,144.598,0.441,Medium,Low,Medium,Pacific 808,Rainfed,High,346.2,803.652,31.9,35.602,71.033,6.194,5.2335
Monaragala,Siyambalanduwa,Yala,5/10/2022,5,2.2,6/4/2022,6/19/2022,RYP,Good,6.39,116.81,9.597,216.805,0.74,High,Low,High,GT 709,Irrigated,Low,210.386,702.509,29.199,31.598,57.561,8.499,5.0598
Monaragala,Buttala,Yala,5/10/2022,5,0.9,5/24/2022,6/24/2022,RBE,Good,6.48,31.609,14.192,184.032,0.508,Low,Medium,Medium,GT 200,Irrigated,Normal,200.709,693.239,28.402,32.601,77.097,9.004,5.7369
Ampara,Padiyathalawa,Yala,5/10/2022,5,1.52,5/31/2022,7/6/2022,RBE,Poor,6.26,90.502,14.344,197.897,0.651,High,Medium,Medium,Pacific 808,Rainfed,Normal,156.401,511.907,25.599,28.878,74.495,8.6,5.5398
Matale,Dambulla,Yala,5/12/2022,5,2.237,5/27/2022,6/18/2022,RYP,Medium,6.491,97.909,3.863,192.873,0.619,High,Low,Medium,Commando,Mixed,Normal,330.969,1018.788,29.323,33.152,76.81,9.2,4.9024
Monaragala,Siyambalanduwa,Yala,5/12/2022,5,2.12,6/10/2022,6/30/2022,RYP,Poor,6.519,119.49,7.793,211.899,0.65,High,Low,High,GT 709,Irrigated,Normal,182.307,701.298,29.188,31.801,64.1,8.803,4.5573
Monaragala,Buttala,Yala,5/12/2022,5,1.99,6/9/2022,6/26/2022,RBE,Poor,6.27,10.872,6.873,143.959,0.363,Low,Low,Medium,GT 200,Irrigated,Low,186.68,479.993,27.143,31.27,58.006,8.479,3.7269
Badulla,Rideemaliyadda,Yala,5/13/2022,5,0.86,6/4/2022,6/25/2022,Alluvial,Good,5.57,91.443,11.061,286.392,0.522,High,Medium,High,Jet 999,Rainfed,Normal,338.101,656.696,29.103,32.298,71.705,9.405,6.5862
Anuradhapura,Tambuttegama,Yala,5/13/2022,5,1.07,6/8/2022,7/8/2022,RBE,Good,5.742,60.495,5.796,222.909,0.482,Medium,Low,High,Commando,Mixed,Low,130.548,731.706,29.402,33.099,74.805,6.598,4.5659
Anuradhapura,Tambuttegama,Yala,5/13/2022,5,0.76,5/27/2022,6/27/2022,RBE,Poor,6.571,98.709,10.509,142.234,0.632,High,Medium,Medium,Pacific 808,Rainfed,Normal,283.295,677.806,29.301,33.401,74.005,5.202,4.5632
Ampara,Padiyathalawa,Yala,5/13/2022,5,2.06,6/11/2022,7/6/2022,RBE,Good,6.19,116.708,8.295,97.49,0.519,High,Low,Low,GT 709,Rainfed,High,315.31,509.504,24.799,28.802,65.002,6.353,4.209
Monaragala,Wellawaya,Yala,5/13/2022,5,1.66,6/2/2022,6/20/2022,RBE,Good,6.149,117.392,17.097,130.138,0.722,High,Medium,Medium,Jet 999,Mixed,High,482.302,614.561,24.496,26.401,76.501,7.199,4.5071
Ampara,Maha Oya,Yala,5/13/2022,5,1.862,6/4/2022,7/13/2022,RBE,Good,6.361,59.501,7.492,136.489,0.558,Medium,Low,High,Local Variety,Mixed,Normal,242.408,741.104,31.501,36.297,79.1,6.898,3.5025
Anuradhapura,Tambuttegama,Yala,5/13/2022,5,1.09,6/2/2022,7/3/2022,RYP,Medium,6.05,99.795,3.705,88.836,0.521,High,Low,Low,Local Variety,Irrigated,Normal,229.876,673.493,29.7,33.602,75.105,7.003,4.8186
Monaragala,Thanamalwila,Yala,5/13/2022,5,2.38,6/11/2022,6/28/2022,RBE,Medium,6.431,44.622,18.204,246.206,0.63,Low,Medium,High,GT 709,Rainfed,Normal,349.493,741.702,27.9,32.197,77.896,5.698,5.9991
Monaragala,Wellawaya,Yala,5/13/2022,5,1.71,6/4/2022,7/5/2022,RBE,Poor,6.18,119.879,18.195,139.709,0.688,High,Medium,Medium,Jet 999,Mixed,High,460.006,697.692,24.202,26.601,77.195,6.847,4.3709
Anuradhapura,Tambuttegama,Yala,5/14/2022,5,1.13,6/1/2022,7/4/2022,RBE,Medium,5.732,61.102,5.196,220.281,0.541,Medium,Low,High,Commando,Mixed,Low,119.074,770.408,28.199,34.597,80.697,6.297,4.514
Ampara,Maha Oya,Yala,5/14/2022,5,2.005,6/7/2022,7/12/2022,RBE,Medium,6.41,50.804,4.688,144.206,0.5,Low,Low,Medium,Local Variety,Mixed,Normal,285.398,730.994,31.202,36.403,81.206,6.896,3.5676
Monaragala,Buttala,Yala,5/14/2022,5,2.82,5/29/2022,6/25/2022,RBE,Medium,6.486,55.218,2.592,62.993,0.28,Medium,Low,Low,Local Variety,Mixed,High,205.596,633.303,31.597,35.996,77.801,8.904,3.338
Monaragala,Wellawaya,Yala,5/14/2022,5,1.06,6/11/2022,7/8/2022,RBE,Good,6.209,20.263,19.704,84.4,0.46,Low,Medium,Medium,Commando,Rainfed,Low,354.192,712.098,29.438,35.098,72.897,6.6,3.2765
Anuradhapura,Tambuttegama,Yala,5/14/2022,5,2.29,6/7/2022,7/5/2022,RBE,Poor,6.04,90.59,18.305,102.5,0.57,Medium,Medium,Medium,Local Variety,Rainfed,High,397.697,711.798,28.701,31.303,81.853,7.195,3.3023
Anuradhapura,Kahatagasdigiliya,Yala,5/14/2022,5,2.85,6/7/2022,7/11/2022,RBE,Good,6.109,100.299,17.997,74.796,0.65,High,Medium,Low,GT 200,Irrigated,Low,336.723,689.691,28.098,32.209,70.304,8.203,5.0317
Anuradhapura,Tambuttegama,Yala,5/14/2022,5,2.6,6/7/2022,7/10/2022,RBE,Poor,6.519,68.498,10.881,273.39,0.61,Medium,Medium,High,GT 200,Rainfed,Normal,294.398,591.803,28.455,32.199,68.802,6.506,4.0044
Monaragala,Wellawaya,Yala,5/14/2022,5,1.64,6/1/2022,7/5/2022,RBE,Good,6.268,116.409,21.804,134.403,0.759,High,High,Medium,Jet 999,Mixed,High,496.696,686.498,24.1,26.439,76.004,6.166,4.7028
Anuradhapura,Nochchiyagama,Yala,5/14/2022,5,2.35,6/4/2022,6/28/2022,RBE,Medium,6.253,51.792,9.9,235.791,0.522,Medium,Low,High,Commando,Rainfed,Normal,197.706,605.193,25.651,28.197,67.6,8.203,3.5183
Monaragala,Thanamalwila,Yala,5/15/2022,5,2.45,6/4/2022,7/14/2022,RBE,Good,6.252,33.104,16.093,271.304,0.501,Low,Medium,High,GT 709,Rainfed,Normal,393.851,589.405,27.799,30.9,74.9,5.306,6.0698
Matale,Pelwehera,Yala,5/15/2022,5,1.19,6/14/2022,7/2/2022,RBE,Medium,6.022,96.696,21.902,121.297,0.649,High,High,Medium,Jet 999,Mixed,High,238.599,738.171,24.299,27.116,76.099,6.799,5.1403
Anuradhapura,Horowpathana,Yala,5/15/2022,5,2.58,6/8/2022,7/7/2022,RBE,Good,6.25,59.508,15.964,63.499,0.421,Medium,Medium,Low,Commando,Mixed,Normal,258.2,611.699,28,29.86,76,7.503,3.5464
Anuradhapura,Eppawala,Yala,5/15/2022,5,1.81,6/6/2022,7/5/2022,RBE,Good,6.39,66.007,13.693,123.102,0.469,Medium,Medium,Medium,Commando,Irrigated,High,478.69,649.893,26.801,30.197,69.802,7.094,5.7691
Monaragala,Siyambalanduwa,Yala,5/16/2022,5,0.82,6/11/2022,7/12/2022,RBE,Medium,6.16,48.452,16.292,116.898,0.571,Medium,Medium,Medium,GT 709,Rainfed,Low,310.398,630.801,29.504,35.2,67.194,7.591,3.9069
Matale,Pelwehera,Yala,5/16/2022,5,1.14,6/1/2022,7/14/2022,RBE,Good,5.881,93.302,18.1,126.901,0.651,High,Medium,Medium,Jet 999,Mixed,Normal,231.193,715.288,22.902,26.003,77.196,6.389,5.5027
Anuradhapura,Tambuttegama,Yala,5/16/2022,5,2.7,6/7/2022,7/10/2022,RBE,Medium,6.449,66.809,7.999,281.508,0.64,Medium,Low,High,GT 200,Rainfed,Normal,302.804,511.863,28.303,32.997,63.995,5.856,3.9615
Matale,Dambulla,Yala,5/16/2022,5,2.26,5/31/2022,6/22/2022,RBE,Good,6.601,44.4,24.5,128.008,0.68,Medium,High,High,Commando,Irrigated,Low,389.003,517.296,29.574,31.998,76.703,8.303,5.075
Ampara,Maha Oya,Yala,5/19/2022,5,1.11,6/15/2022,7/17/2022,RBE,Medium,5.781,32.695,8.198,168.302,0.351,Low,Low,Medium,Jet 999,Irrigated,High,250.702,665.508,30.536,35.501,64.517,8.201,4.8415
Badulla,Rideemaliyadda,Yala,5/20/2022,5,2.87,6/12/2022,7/6/2022,RBE,Medium,5.832,43.306,16.161,170.209,0.471,Low,Medium,Medium,GT 709,Rainfed,Normal,268.691,738.901,28.277,34.004,69.505,6.105,5.5465
Matale,Pelwehera,Yala,5/22/2022,5,1.03,6/15/2022,7/19/2022,Alluvial,Good,5.499,80.103,21.903,104.662,0.699,High,High,Medium,Local Variety,Mixed,Low,182.099,514.902,28.697,33.8,79.947,9.001,4.304
Matale,Pelwehera,Yala,5/23/2022,5,1.08,6/6/2022,7/1/2022,RBE,Good,5.638,34.006,10.499,230.095,0.461,Low,Medium,High,Commando,Mixed,Normal,192.7,699.991,28.898,33.369,62.67,7.894,5.9901
Anuradhapura,Horowpathana,Yala,5/24/2022,5,1.18,6/15/2022,7/12/2022,RBE,Medium,5.921,116.707,10.827,149.908,0.55,High,Medium,Medium,GT 200,Rainfed,High,173.294,654.894,25.125,31.199,67.198,9.603,5.2388
Ampara,Dehiattakandiya,Yala,5/25/2022,5,3.36,6/22/2022,7/29/2022,Alluvial,Good,5.84,40.591,28.298,97.795,0.64,Medium,High,Medium,GT 709,Rainfed,High,188.894,671.505,31.9,37.107,76.799,8.202,4.2714
Ampara,Maha Oya,Yala,5/25/2022,5,3.09,6/22/2022,7/18/2022,RYP,Medium,5.86,51.402,28.809,62.555,0.61,Medium,High,Low,Pacific 808,Rainfed,High,260.936,573.892,30.797,33.003,77.703,6.505,3.7778
Badulla,Mahiyanganaya,Yala,5/26/2022,5,0.75,6/16/2022,7/8/2022,RBE,Medium,6.561,77.008,6.306,129.454,0.548,Medium,Low,Medium,Local Variety,Rainfed,Normal,309.892,645.894,24.801,25.858,63.3,8.904,4.3189
Anuradhapura,Tambuttegama,Yala,5/26/2022,5,2.85,6/22/2022,7/21/2022,RBE,Good,6.719,93.965,28.908,282.31,0.89,High,High,High,Pacific 808,Rainfed,Normal,371.597,511.507,26.398,30.402,77.119,8.104,5.4601
Monaragala,Buttala,Yala,5/26/2022,5,2.73,6/22/2022,7/20/2022,RBE,Poor,6.101,90.103,26.607,61.602,0.611,High,High,Low,Commando,Irrigated,High,415.509,590.094,27.098,30.304,71.556,8.623,4.312
Anuradhapura,Tambuttegama,Yala,5/26/2022,5,2.19,6/25/2022,7/29/2022,RYP,Good,6.402,36.666,7.39,218.406,0.47,Low,Low,High,Commando,Rainfed,Low,187.898,659.929,26.597,31.304,75.003,6.698,5.2216
Monaragala,Thanamalwila,Yala,5/26/2022,5,1.56,6/18/2022,7/13/2022,RBE,Poor,6.51,37.998,6.1,50.506,0.399,Low,Low,Low,Jet 999,Rainfed,Normal,239.5,676.502,26.719,30.5,77.895,9,3.1679
Badulla,Mahiyanganaya,Yala,5/26/2022,5,0.54,6/16/2022,7/18/2022,RBE,Medium,6.6,69.533,5.395,96.591,0.5,Medium,Low,Low,Local Variety,Rainfed,Low,233.692,643.204,24.403,26.001,67.904,9.205,4.225
Monaragala,Thanamalwila,Yala,5/26/2022,5,2.22,6/17/2022,7/18/2022,RBE,Good,6.057,102.369,1.795,266.099,0.669,High,Low,High,GT 709,Irrigated,High,459.509,519.002,31.201,35.6,74.1,5.204,4.3382
Ampara,Maha Oya,Yala,5/27/2022,5,1.32,6/23/2022,7/29/2022,RBE,Medium,6.031,81.498,18.998,147.506,0.771,High,Medium,High,GT 200,Rainfed,Normal,365.607,772.996,28.696,34.101,60.651,8.338,4.4753
Monaragala,Thanamalwila,Yala,5/27/2022,5,1.44,6/18/2022,7/16/2022,RBE,Medium,6.421,29.09,6.33,56.495,0.21,Low,Low,Low,Jet 999,Rainfed,Normal,231.103,606.903,27.301,30.802,81.104,8.398,3.0035
